date,open,high,low,close,price,total_volume,market_cap,price_change_pct,market_cap_rank,circulating_supply,month,year,quarter,day_of_week,rolling_7d_avg,rolling_30d_avg,volatility_7d,volume_usd
2023-06-26,1966.38,2055.87,1921.71,2001.14,2001.14,9640590768.0,240137129303.0,2.9668,2,119961716.0,June,2023,Q2,Monday,1948.57,,80.6349,9640590768.0
2023-06-27,1928.06,1943.12,1888.94,1907.05,1907.05,17356855763.0,228845518719.0,-4.9342,2,120012375.0,June,2023,Q2,Tuesday,1958.67,,67.6147,17356855763.0
2023-06-28,2032.14,2065.67,2018.35,2035.95,2035.95,19325907672.0,244313444993.0,6.3312,2,120038053.0,June,2023,Q2,Wednesday,1953.24,,57.6006,19325907672.0
2023-06-29,1966.42,2041.99,1904.88,1964.51,1964.51,17317974238.0,235740902285.0,-3.6364,2,119803970.0,June,2023,Q2,Thursday,1955.9,,57.635,17317974238.0
2023-06-30,1991.07,2034.37,1945.41,1995.79,1995.79,5023476578.0,239495380048.0,1.5677,2,119985638.0,June,2023,Q2,Friday,1958.65,1898.26,59.2198,5023476578.0
2023-07-01,1969.62,2049.23,1948.6,1977.47,1977.47,14546020553.0,237295907310.0,-0.9269,2,120185400.0,July,2023,Q3,Saturday,1974.81,1902.85,42.1659,14546020553.0
2023-07-02,2185.36,2208.6,2163.19,2180.15,2180.15,5767030722.0,261618598430.0,9.297,2,120007613.0,July,2023,Q3,Sunday,2008.87,1915.62,85.2663,5767030722.0
2023-07-03,2009.07,2062.54,2020.87,2037.16,2037.16,8864108305.0,244459134307.0,-7.0194,2,120071017.0,July,2023,Q3,Monday,2014.01,1921.26,85.8076,8864108305.0
2023-07-04,1934.85,1971.72,1888.65,1959.78,1959.78,5892870505.0,235173976452.0,-3.9482,2,119924746.0,July,2023,Q3,Tuesday,2021.54,1921.71,76.6819,5892870505.0
2023-07-05,2146.88,2175.11,2091.46,2116.26,2116.26,14056931794.0,253950826335.0,7.3939,2,120109597.0,July,2023,Q3,Wednesday,2033.02,1931.8,84.777,14056931794.0
2023-07-06,1993.68,1993.79,1926.77,1958.73,1958.73,15298848702.0,235047591542.0,-8.0423,2,120109169.0,July,2023,Q3,Thursday,2032.19,1936.37,85.5798,15298848702.0
2023-07-07,2068.4,2152.23,2052.05,2078.94,2078.94,6717314571.0,249472795106.0,5.7823,2,120008518.0,July,2023,Q3,Friday,2044.07,1939.84,85.4557,6717314571.0
2023-07-08,1893.65,1952.39,1877.88,1911.18,1911.18,10757583246.0,229341436785.0,-8.7779,2,120190406.0,July,2023,Q3,Saturday,2034.6,1939.62,96.9644,10757583246.0
2023-07-09,1978.64,2043.81,1952.69,1967.31,1967.31,11843547634.0,236076649347.0,2.853,2,119850220.0,July,2023,Q3,Sunday,2004.19,1944.3,74.4806,11843547634.0
2023-07-10,2087.16,2118.88,2046.27,2094.8,2094.8,10535795326.0,251376333600.0,6.0864,2,119806779.0,July,2023,Q3,Monday,2012.43,1950.26,81.5804,10535795326.0
2023-07-11,2102.82,2219.39,2127.72,2143.51,2143.51,6815375007.0,257221121195.0,2.2723,2,120108063.0,July,2023,Q3,Tuesday,2038.68,1960.27,90.8481,6815375007.0
2023-07-12,2074.47,2171.09,2033.96,2103.4,2103.4,11284216853.0,252408397301.0,-1.9067,2,120122862.0,July,2023,Q3,Wednesday,2036.84,1968.69,89.1315,11284216853.0
2023-07-13,2103.6,2152.29,2058.1,2085.59,2085.59,16267670717.0,250270415605.0,-0.8543,2,119848083.0,July,2023,Q3,Thursday,2054.96,1974.36,83.3099,16267670717.0
2023-07-14,2088.97,2147.53,2026.17,2075.78,2075.78,6065114968.0,249093309188.0,-0.4726,2,119906233.0,July,2023,Q3,Friday,2054.51,1985.2,83.1667,6065114968.0
2023-07-15,1948.92,2049.34,1915.37,1986.49,1986.49,6202700211.0,238379194768.0,-4.4946,2,119807021.0,July,2023,Q3,Saturday,2065.27,1992.29,64.2563,6202700211.0
2023-07-16,2029.16,2107.21,1994.97,2051.98,2051.98,10321569378.0,246237402555.0,3.1913,2,119917323.0,July,2023,Q3,Sunday,2077.36,1998.22,48.8702,10321569378.0
2023-07-17,2055.04,2097.32,2028.25,2077.39,2077.39,19125885674.0,249286456744.0,1.2231,2,120109257.0,July,2023,Q3,Monday,2074.88,2005.94,48.2744,19125885674.0
2023-07-18,2218.51,2216.89,2167.33,2203.36,2203.36,15028589701.0,264403423109.0,5.7174,2,120007184.0,July,2023,Q3,Tuesday,2083.43,2014.06,64.895,15028589701.0
2023-07-19,2109.4,2230.79,2114.9,2150.72,2150.72,15180049350.0,258086039661.0,-2.4478,2,119939238.0,July,2023,Q3,Wednesday,2090.19,2023.44,69.6152,15180049350.0
2023-07-20,1955.04,2039.31,1930.02,1986.5,1986.5,10428799863.0,238380198070.0,-8.2666,2,119948696.0,July,2023,Q3,Thursday,2076.03,2028.45,80.0051,10428799863.0
2023-07-21,2183.56,2228.61,2071.81,2157.67,2157.67,13904911868.0,258920542668.0,7.9331,2,119800541.0,July,2023,Q3,Friday,2087.73,2031.24,85.7435,13904911868.0
2023-07-22,2077.95,2151.02,2045.73,2105.02,2105.02,5151967760.0,252602438321.0,-2.5012,2,119919920.0,July,2023,Q3,Saturday,2104.66,2036.54,73.2052,5151967760.0
2023-07-23,2098.38,2104.63,2034.49,2085.64,2085.64,14541440696.0,250276689103.0,-0.9293,2,120058583.0,July,2023,Q3,Sunday,2109.47,2040.18,70.2122,14541440696.0
2023-07-24,2169.62,2213.15,2125.54,2192.58,2192.58,18699304214.0,263109263577.0,4.8773,2,120189678.0,July,2023,Q3,Monday,2125.93,2051.12,74.7895,18699304214.0
2023-07-25,2194.13,2294.51,2182.4,2229.86,2229.86,14188602025.0,267583031138.0,1.6719,2,120138824.0,July,2023,Q3,Tuesday,2129.71,2060.72,79.861,14188602025.0
2023-07-26,2202.64,2270.15,2209.69,2225.5,2225.5,18105478902.0,267060354131.0,-0.1957,2,119809438.0,July,2023,Q3,Wednesday,2140.4,2068.2,87.7513,18105478902.0
2023-07-27,2105.93,2112.46,2035.86,2087.37,2087.37,15859595832.0,250484718070.0,-6.6174,2,120159424.0,July,2023,Q3,Thursday,2154.81,2074.21,63.082,15859595832.0
2023-07-28,2163.52,2180.54,2051.01,2133.17,2133.17,6808376246.0,255980584105.0,2.147,2,120113279.0,July,2023,Q3,Friday,2151.31,2077.45,63.5743,6808376246.0
2023-07-29,2216.6,2203.55,2163.34,2187.7,2187.7,18536799609.0,262523822859.0,2.4924,2,120112150.0,July,2023,Q3,Saturday,2163.12,2084.89,61.177,18536799609.0
2023-07-30,2233.2,2299.31,2177.06,2242.42,2242.42,5996657665.0,269090647175.0,2.4404,2,119983198.0,July,2023,Q3,Sunday,2185.51,2093.11,56.6136,5996657665.0
2023-07-31,2143.43,2159.81,2103.5,2129.12,2129.12,13009512088.0,255494320340.0,-5.3216,2,119959202.0,July,2023,Q3,Monday,2176.45,2098.17,60.2573,13009512088.0
2023-08-01,2130.13,2226.52,2104.37,2155.57,2155.57,7132056857.0,258668530046.0,1.2271,2,119921166.0,August,2023,Q3,Tuesday,2165.84,2097.35,55.6483,7132056857.0
2023-08-02,2067.54,2117.86,2067.31,2084.79,2084.79,5175599161.0,250174227732.0,-3.3954,2,119826278.0,August,2023,Q3,Wednesday,2145.73,2098.94,55.9173,5175599161.0
2023-08-03,2113.34,2123.91,2037.17,2080.36,2080.36,11330513902.0,249643625698.0,-0.2125,2,119891294.0,August,2023,Q3,Thursday,2144.73,2102.96,57.1852,11330513902.0
2023-08-04,2200.02,2255.86,2173.13,2243.73,2243.73,9425610615.0,269247870265.0,7.2811,2,119898641.0,August,2023,Q3,Friday,2160.53,2107.21,67.7512,9425610615.0
2023-08-05,2251.84,2307.06,2250.5,2289.8,2289.8,12290007407.0,274776469659.0,2.012,2,119993631.0,August,2023,Q3,Saturday,2175.11,2118.24,83.6912,12290007407.0
2023-08-06,2152.58,2218.84,2116.45,2178.03,2178.03,13657998301.0,261363037419.0,-5.1321,2,120098978.0,August,2023,Q3,Sunday,2165.91,2121.54,78.4339,13657998301.0
2023-08-07,2223.54,2315.86,2192.03,2266.46,2266.46,5656086085.0,271975155292.0,3.9019,2,119989524.0,August,2023,Q3,Monday,2185.53,2133.39,84.6289,5656086085.0
2023-08-08,2189.16,2275.07,2134.37,2217.41,2217.41,6845049427.0,266089308257.0,-2.212,2,119823138.0,August,2023,Q3,Tuesday,2194.37,2141.72,84.2063,6845049427.0
2023-08-09,2146.19,2171.62,2110.83,2139.09,2139.09,13379635947.0,256690608640.0,-3.6615,2,120183116.0,August,2023,Q3,Wednesday,2202.13,2143.2,74.3541,13379635947.0
2023-08-10,2214.76,2286.9,2179.59,2221.75,2221.75,10147510298.0,266609451855.0,3.7204,2,120177090.0,August,2023,Q3,Thursday,2222.32,2145.81,51.4353,10147510298.0
2023-08-11,2354.34,2399.3,2293.98,2317.93,2317.93,15937602313.0,278151999378.0,4.1497,2,120114076.0,August,2023,Q3,Friday,2232.92,2152.96,62.9408,15937602313.0
2023-08-12,2221.86,2264.86,2106.82,2194.0,2194.0,14784374729.0,263280581115.0,-5.6485,2,120196531.0,August,2023,Q3,Saturday,2219.24,2156.57,58.7912,14784374729.0
2023-08-13,2309.25,2338.79,2236.93,2323.95,2323.95,17684065445.0,278874002123.0,5.5916,2,120017793.0,August,2023,Q3,Sunday,2240.08,2164.85,67.036,17684065445.0
2023-08-14,1971.88,2034.48,1943.45,1991.04,1991.04,15387392400.0,238924422259.0,-16.7206,2,120185107.0,August,2023,Q3,Monday,2200.74,2165.0,113.6176,15387392400.0
2023-08-15,2257.23,2287.81,2189.95,2268.14,2268.14,11448966161.0,272176832839.0,12.2172,2,119830242.0,August,2023,Q3,Tuesday,2207.99,2172.2,116.4411,11448966161.0
2023-08-16,2219.05,2240.85,2159.69,2211.06,2211.06,15094499336.0,265327265945.0,-2.5816,2,119946272.0,August,2023,Q3,Wednesday,2218.27,2176.66,112.4529,15094499336.0
2023-08-17,2161.58,2268.08,2123.3,2181.83,2181.83,9130717614.0,261819059966.0,-1.3399,2,119890153.0,August,2023,Q3,Thursday,2212.56,2175.94,113.2563,9130717614.0
2023-08-18,2225.68,2236.8,2196.7,2214.68,2214.68,9594702482.0,265761649415.0,1.4835,2,119878333.0,August,2023,Q3,Friday,2197.81,2178.07,103.5547,9594702482.0
2023-08-19,2042.45,2095.92,1985.44,2049.88,2049.88,16834777399.0,245985034583.0,-8.0398,2,119856321.0,August,2023,Q3,Saturday,2177.23,2180.18,117.7881,16834777399.0
2023-08-20,2197.36,2251.21,2172.03,2192.8,2192.8,11696292746.0,263135974226.0,6.5179,2,120048965.0,August,2023,Q3,Sunday,2158.49,2181.36,99.5838,11696292746.0
2023-08-21,2234.67,2306.68,2164.41,2240.39,2240.39,16975705108.0,268846861315.0,2.1242,2,120112529.0,August,2023,Q3,Monday,2194.11,2185.87,69.866,16975705108.0
2023-08-22,2312.29,2388.79,2255.99,2331.46,2331.46,17336335605.0,279775204307.0,3.9061,2,120031319.0,August,2023,Q3,Tuesday,2203.16,2194.06,83.7647,17336335605.0
2023-08-23,2212.12,2184.75,2108.36,2173.14,2173.14,17863435065.0,260776415103.0,-7.2855,2,119858785.0,August,2023,Q3,Wednesday,2197.74,2193.41,84.3922,17863435065.0
2023-08-24,2173.94,2186.59,2137.78,2151.26,2151.26,18749528538.0,258150672783.0,-1.0171,2,120124450.0,August,2023,Q3,Thursday,2193.37,2190.79,86.1259,18749528538.0
2023-08-25,2145.76,2227.44,2143.12,2177.1,2177.1,11464778308.0,261252232682.0,1.1872,2,120054382.0,August,2023,Q3,Friday,2188.0,2189.18,85.7468,11464778308.0
2023-08-26,2325.53,2310.26,2259.19,2291.76,2291.76,9783002275.0,275010812783.0,5.0029,2,119955266.0,August,2023,Q3,Saturday,2222.56,2195.99,67.6314,9783002275.0
2023-08-27,2244.96,2284.88,2206.54,2246.09,2246.09,13732981199.0,269530258550.0,-2.0334,2,120069652.0,August,2023,Q3,Sunday,2230.17,2199.76,66.7165,13732981199.0
2023-08-28,2213.03,2192.07,2161.07,2178.65,2178.65,10567586352.0,261437771773.0,-3.0954,2,119903962.0,August,2023,Q3,Monday,2221.35,2199.46,69.1761,10567586352.0
2023-08-29,2290.47,2280.86,2177.78,2263.32,2263.32,14016112502.0,271598470862.0,3.7411,2,119938077.0,August,2023,Q3,Tuesday,2211.62,2200.15,54.2927,14016112502.0
2023-08-30,2224.57,2273.4,2176.84,2231.25,2231.25,15583787940.0,267749581133.0,-1.4375,2,120166994.0,August,2023,Q3,Wednesday,2219.92,2203.56,51.815,15583787940.0
2023-08-31,2258.21,2324.39,2266.06,2302.19,2302.19,15326075277.0,276262549844.0,3.0815,2,119916202.0,August,2023,Q3,Thursday,2241.48,2208.44,49.8482,15326075277.0
2023-09-01,2149.67,2223.7,2128.75,2169.75,2169.75,10618293305.0,260369647098.0,-6.104,2,119987995.0,September,2023,Q3,Friday,2240.43,2211.28,51.481,10618293305.0
2023-09-02,2204.58,2265.03,2155.46,2200.92,2200.92,7502903025.0,264109966256.0,1.4162,2,120156056.0,September,2023,Q3,Saturday,2227.45,2215.3,47.6955,7502903025.0
2023-09-03,2208.72,2269.53,2139.82,2196.99,2196.99,11457940077.0,263638307033.0,-0.1789,2,120083089.0,September,2023,Q3,Sunday,2220.44,2213.74,48.1065,11457940077.0
2023-09-04,2092.05,2137.87,2063.82,2112.51,2112.51,7138912161.0,253501168779.0,-3.9989,2,119824881.0,September,2023,Q3,Monday,2210.99,2207.83,62.1326,7138912161.0
2023-09-05,2222.01,2279.02,2170.71,2254.53,2254.53,18351455528.0,270543865025.0,6.2994,2,119858921.0,September,2023,Q3,Tuesday,2209.73,2210.38,60.9768,18351455528.0
2023-09-06,2283.18,2272.51,2202.54,2253.0,2253.0,10188161911.0,270359754566.0,-0.0681,2,119803137.0,September,2023,Q3,Wednesday,2212.84,2209.93,62.7833,10188161911.0
2023-09-07,2277.1,2294.74,2145.08,2233.82,2233.82,7316896208.0,268058023881.0,-0.8587,2,120052369.0,September,2023,Q3,Thursday,2203.07,2210.48,50.7274,7316896208.0
2023-09-08,2218.24,2281.84,2138.85,2215.96,2215.96,5381716399.0,265915484456.0,-0.8057,2,119979069.0,September,2023,Q3,Friday,2209.68,2213.04,48.6314,5381716399.0
2023-09-09,2094.97,2135.81,2096.75,2122.85,2122.85,14687335794.0,254742298004.0,-4.3861,2,119853710.0,September,2023,Q3,Saturday,2198.52,2209.74,58.8521,14687335794.0
2023-09-10,2183.75,2287.05,2121.02,2203.82,2203.82,14553534762.0,264458218183.0,3.6739,2,120183174.0,September,2023,Q3,Sunday,2199.5,2205.94,58.8791,14553534762.0
2023-09-11,2168.88,2226.56,2191.42,2211.48,2211.48,10109062499.0,265377595051.0,0.3464,2,120011864.0,September,2023,Q3,Monday,2213.64,2206.52,44.6799,10109062499.0
2023-09-12,2212.25,2228.29,2103.04,2176.18,2176.18,6075678333.0,261142178183.0,-1.6219,2,119896757.0,September,2023,Q3,Tuesday,2202.44,2201.6,42.4884,6075678333.0
2023-09-13,2194.9,2295.44,2188.14,2228.98,2228.98,11144433423.0,267477680486.0,2.3686,2,120000241.0,September,2023,Q3,Wednesday,2199.01,2209.53,38.5085,11144433423.0
2023-09-14,2282.74,2356.53,2194.46,2275.77,2275.77,9668262426.0,273092939410.0,2.0562,2,120071848.0,September,2023,Q3,Thursday,2205.01,2209.78,47.1278,9668262426.0
2023-09-15,2374.31,2467.83,2311.19,2395.97,2395.97,15156809596.0,287515947783.0,5.0164,2,119830496.0,September,2023,Q3,Friday,2230.72,2215.94,86.6453,15156809596.0
2023-09-16,2265.62,2335.46,2185.64,2260.72,2260.72,14086688742.0,271285938037.0,-5.9826,2,119909882.0,September,2023,Q3,Saturday,2250.42,2218.57,72.5634,14086688742.0
2023-09-17,2282.84,2307.4,2195.01,2269.09,2269.09,10468905923.0,272291242324.0,0.3692,2,120122786.0,September,2023,Q3,Sunday,2259.74,2220.39,69.7154,10468905923.0
2023-09-18,2273.94,2319.57,2209.18,2244.34,2244.34,8268388314.0,269320599939.0,-1.103,2,119983866.0,September,2023,Q3,Monday,2264.44,2226.87,66.9766,8268388314.0
2023-09-19,2074.02,2115.04,2082.23,2098.66,2098.66,19820539492.0,251839759629.0,-6.9413,2,120018631.0,September,2023,Q3,Tuesday,2253.36,2223.73,87.3205,19820539492.0
2023-09-20,2207.94,2333.78,2208.97,2251.99,2251.99,11810024318.0,270238669185.0,6.8084,2,119973126.0,September,2023,Q3,Wednesday,2256.65,2224.12,86.6805,11810024318.0
2023-09-21,2228.11,2315.58,2235.91,2260.95,2260.95,15324113537.0,271313594003.0,0.3962,2,119817560.0,September,2023,Q3,Thursday,2254.53,2221.77,86.3158,15324113537.0
2023-09-22,2494.57,2537.79,2383.29,2455.28,2455.28,7108294514.0,294634007750.0,7.915,2,119866300.0,September,2023,Q3,Friday,2263.0,2231.17,103.6783,7108294514.0
2023-09-23,2278.59,2291.78,2206.59,2245.01,2245.01,12283845495.0,269401399910.0,-9.3662,2,119978217.0,September,2023,Q3,Saturday,2260.76,2234.3,103.9058,12283845495.0
2023-09-24,2295.69,2349.73,2197.27,2286.78,2286.78,5413050798.0,274414136440.0,1.8267,2,119883674.0,September,2023,Q3,Sunday,2263.29,2237.95,104.3563,5413050798.0
2023-09-25,2271.33,2315.22,2200.17,2262.23,2262.23,12581826769.0,271467641793.0,-1.0854,2,119819992.0,September,2023,Q3,Monday,2265.84,2236.97,104.0335,12581826769.0
2023-09-26,2188.3,2240.48,2100.5,2173.95,2173.95,19460261107.0,260873863164.0,-4.0609,2,120137460.0,September,2023,Q3,Tuesday,2276.6,2234.56,86.2382,19460261107.0
2023-09-27,2330.73,2379.95,2338.64,2361.4,2361.4,10763100695.0,283367589585.0,7.938,2,120192477.0,September,2023,Q3,Wednesday,2292.23,2240.66,90.8275,10763100695.0
2023-09-28,2371.42,2349.34,2250.7,2332.75,2332.75,5584940189.0,279929689538.0,-1.2281,2,120117257.0,September,2023,Q3,Thursday,2302.49,2242.97,90.7607,5584940189.0
2023-09-29,2331.0,2370.51,2251.37,2338.59,2338.59,5464336864.0,280631294089.0,0.25,2,120141514.0,September,2023,Q3,Friday,2285.82,2246.55,65.1117,5464336864.0
2023-09-30,2195.07,2228.72,2156.76,2205.38,2205.38,10819801399.0,264645411657.0,-6.0405,2,119896791.0,September,2023,Q3,Saturday,2280.15,2243.32,70.7315,10819801399.0
2023-10-01,2395.08,2478.26,2330.52,2393.27,2393.27,7400374047.0,287192650930.0,7.8509,2,120184251.0,October,2023,Q4,Sunday,2295.37,2250.77,82.8139,7400374047.0
2023-10-02,2132.56,2199.45,2102.92,2171.92,2171.92,5350281445.0,260630747405.0,-10.1914,2,119878770.0,October,2023,Q4,Monday,2282.47,2249.81,94.978,5350281445.0
2023-10-03,2302.99,2425.54,2308.19,2334.15,2334.15,16343204209.0,280097668062.0,6.95,2,120180572.0,October,2023,Q4,Tuesday,2305.35,2254.38,83.0203,16343204209.0
2023-10-04,2489.15,2507.07,2409.97,2465.67,2465.67,11877845133.0,295880384194.0,5.3342,2,120197928.0,October,2023,Q4,Wednesday,2320.25,2266.15,101.949,11877845133.0
2023-10-05,2177.58,2239.72,2172.56,2214.53,2214.53,9338671580.0,265744081915.0,-11.3403,2,120084689.0,October,2023,Q4,Thursday,2303.36,2264.82,109.0755,9338671580.0
2023-10-06,2261.22,2325.43,2229.13,2251.93,2251.93,18501247745.0,270231229993.0,1.6605,2,120192457.0,October,2023,Q4,Friday,2290.98,2264.78,109.328,18501247745.0
2023-10-07,2285.25,2373.54,2267.53,2308.77,2308.77,6742084403.0,277052207173.0,2.462,2,120027816.0,October,2023,Q4,Saturday,2305.75,2267.28,102.6142,6742084403.0
2023-10-08,2254.17,2315.0,2247.47,2264.2,2264.2,19338782434.0,271703617275.0,-1.9685,2,119903817.0,October,2023,Q4,Sunday,2287.31,2268.89,95.6246,19338782434.0
2023-10-09,2165.75,2237.59,2171.32,2184.21,2184.21,9709500761.0,262105746949.0,-3.6618,2,119974798.0,October,2023,Q4,Monday,2289.07,2270.93,93.2359,9709500761.0
2023-10-10,2304.28,2387.59,2295.11,2317.66,2317.66,18326055085.0,278119278615.0,5.7578,2,120037424.0,October,2023,Q4,Tuesday,2286.71,2274.73,92.1084,18326055085.0
2023-10-11,2250.76,2260.21,2144.85,2231.22,2231.22,14044143147.0,267745849014.0,-3.8744,2,119829233.0,October,2023,Q4,Wednesday,2253.22,2275.38,48.4834,14044143147.0
2023-10-12,2339.09,2452.25,2301.08,2358.23,2358.23,17400610396.0,282987365142.0,5.3859,2,120048937.0,October,2023,Q4,Thursday,2273.75,2281.45,58.7153,17400610396.0
2023-10-13,2257.02,2339.1,2163.7,2251.05,2251.05,19760197448.0,270125414303.0,-4.7615,2,120192471.0,October,2023,Q4,Friday,2273.62,2282.19,58.7707,19760197448.0
2023-10-14,2450.62,2521.07,2403.57,2452.97,2452.97,9326081567.0,294356419152.0,8.2319,2,119876043.0,October,2023,Q4,Saturday,2294.22,2288.1,90.078,9326081567.0
2023-10-15,2285.68,2298.02,2234.67,2270.81,2270.81,19417032281.0,272497171929.0,-8.0218,2,120117038.0,October,2023,Q4,Sunday,2295.16,2283.92,89.7449,19417032281.0
2023-10-16,2352.72,2378.93,2259.79,2312.32,2312.32,10842228424.0,277478183581.0,1.7951,2,120163160.0,October,2023,Q4,Monday,2313.47,2285.64,75.2372,10842228424.0
2023-10-17,2430.3,2426.02,2358.82,2407.9,2407.9,10782678571.0,288947532275.0,3.9694,2,120177481.0,October,2023,Q4,Tuesday,2326.36,2290.27,83.3674,10782678571.0
2023-10-18,2223.55,2262.85,2229.63,2249.2,2249.2,10105806564.0,269903474118.0,-7.0559,2,120184054.0,October,2023,Q4,Wednesday,2328.93,2290.43,80.163,10105806564.0
2023-10-19,2326.37,2404.07,2305.8,2370.83,2370.83,13121114110.0,284499575832.0,5.1304,2,120008584.0,October,2023,Q4,Thursday,2330.73,2299.5,81.0671,13121114110.0
2023-10-20,2438.88,2514.47,2431.36,2462.29,2462.29,7312175648.0,295474859952.0,3.7145,2,120190923.0,October,2023,Q4,Friday,2360.9,2306.52,85.6519,7312175648.0
2023-10-21,2242.82,2313.4,2174.7,2234.32,2234.32,13305672280.0,268118858709.0,-10.2029,2,120102924.0,October,2023,Q4,Saturday,2329.67,2305.63,86.3469,13305672280.0
2023-10-22,2340.25,2455.58,2316.87,2383.01,2383.01,13125572186.0,285961592615.0,6.2396,2,119864669.0,October,2023,Q4,Sunday,2345.7,2303.22,83.9817,13125572186.0
2023-10-23,2394.12,2468.69,2369.76,2394.47,2394.47,16428527189.0,287336299543.0,0.4784,2,119990760.0,October,2023,Q4,Monday,2357.43,2308.2,84.2798,16428527189.0
2023-10-24,2451.23,2490.35,2424.32,2441.78,2441.78,17504749429.0,293013038053.0,1.9374,2,120087332.0,October,2023,Q4,Tuesday,2362.27,2313.37,88.527,17504749429.0
